-0,2212791
-0,3527288
-0,3755524
0,2528467
-0,1622942
0,382315
0,1582471
-0,4593145
0,2568485
-0,0853712
0,1491431
-0,3204821
-0,1003231
-0,2196501
0,3823752
0,08881778
-0,1687551
-0,02934235
0,003276885
0,2076598
0,4742606
-0,2949194
0,09496814
-0,4173746
0,3002496
0,1334121
0,3871257
-0,01271349
-0,2372815
0,4247189
-0,2345497
-0,4347891
-0,1146639
-0,3406246
-0,1501957
-0,4338164
-0,3707455
-0,3081055
-0,1968239
-0,4584668
0,2133307
-0,05217081
0,03939158
-0,2737387
-0,4151068
0,4111047
0,4398891
0,2389755
-0,008126438
-0,3675401
0,01558322
0,1015186
-0,01021355
-0,008201063
0,3291764
-0,03067011
-0,331884
-0,2665328
-0,3855882
-0,2574509
0,06431228
0,1004991
-0,365345
-0,3499871
-0,2607933
-0,4230703
0,2267628
-0,1926871
0,1071207
-0,4061534
0,3408105
0,1717681
0,1382271
-0,00465101
0,2541851
0,04069847
0,1736634
-0,3631827
0,07930249
0,3723657
0,3772923
-0,2765783
-0,1761195
-0,2494177
0,01224524
0,2381797
0,4943783
-0,4352963
0,07077998
0,09851462
-0,333684
-0,09862667
0,3691775
-0,0002228618
0,1185746
-0,4339192
-0,3320688
0,3476328
0,3046178
-0,2066442
-0,09217471
-0,3115871
0,1311271
-0,1762931
0,05496091
-0,1394637
-0,2199809
-0,2759748
0,05095261
0,1706412
-0,1065291
-0,2033996
-0,1728035
-0,1105061
0,2325586
-0,2135141
0,2773124
0,181137
-0,1266292
0,4892118
-0,2524925
-0,07589263
-0,4256315
0,2769496
-0,3303095
-0,03719312
0,4867628
0,2415404
0,4869114
0,4704267
0,2501378
-0,2097357
0,4834878
0,06665844
-0,4972856
0,4248061
-0,4021963
0,02370077
-0,4098657
-0,1613674
-0,3726927
-0,009211719
-0,2952249
0,00420934
0,4286797
0,4923216
-0,06557363
-0,02384776
0,3899596
-0,4295435
0,3022592
-0,3513038
0,08067662
0,4745311
0,4693913
-0,0545395
0,07355195
0,1694217
0,335723
-0,2209178
0,06552988
0,4934725
0,2278942
-0,1651981
0,04871374
0,4021492
0,4277802
-0,220795
0,4351314
-0,4368719
-0,2675718
-0,09871
0,3523877
0,04775554
-0,2851706
-0,2762059
-0,009038031
0,1771815
0,1516852
0,3023285
0,2601931
0,1587428
-0,3363769
-0,4200898
0,1131285
0,3012409
0,08318895
-0,02552456
0,4778091
-0,39569
0,1559082
-0,3140099
0,2195039
-0,2791523
-0,04500371
-0,3773526
0,3609577
-0,1239672
0,3076099
-0,482703
0,4653744
0,2159334
0,2574279
-0,2484204
0,2563061
-0,4291518
-0,2095234
-0,01055473
-0,04747289
0,1175508
0,2289793
0,3614273
-0,2443922
0,2506303
0,03069824
-0,3146
0,07093757
-0,3016406
-0,05914146
0,4535588
-0,1778496
-0,4847499
0,2752624
0,2274619
-0,4988965
0,253569
-0,2718848
-0,1266498
0,4264078
-0,06858152
-0,3669584
0,1148775
-0,3605982
0,2949713
0,1516076
0,2988558
0,3116828
-0,4400373
0,09934193
0,4549005
0,01072222
0,2378549
-0,1650581
0,2746942
-0,3433074
-0,3627881
-0,1324154
0,05786294
-0,374246
0,1313631
0,2233976
-0,366305
-0,4808623
0,05460805
0,2635452
-0,4326634
0,1307119
-0,4116451
0,01202232
-0,3046819
-0,1217563
0,09287208
0,3704032
-0,04682118
0,4909921
0,2476935
-0,4452076
-0,1857055
-0,4114575
-0,3373493
0,1510711
-0,3366174
-0,3991388
-0,09878832
-0,34613
-0,3802149
0,4362789
0,4087468
0,175419
0,3940095
0,01248795
-0,03743428
0,4702586
0,3358058
-0,3332013
-0,2021194
0,4618969
0,02537948
-0,2584528
-0,4692409
0,4688346
0,398636
0,371603
-0,2706528
0,4453979
0,4476306
0,3347772
0,09602684
0,3665873
0,001576483
-0,4368701
-0,1872278
0,03398532
-0,4420732
-0,3047731
0,478832
0,4695785
-0,2106997
-0,335849
0,2235809
-0,272773
-0,2048226
0,04241854
-0,2210553
-0,1234525
-0,3524786
-0,2897269
0,05024797
-0,4745209
-0,1408249
-0,06953901
0,3473666
0,1923294
0,188082
0,0405727
0,1219936
-0,09562355
0,03524786
-0,09374207
-0,1771714
-0,4930457
0,2432163
0,1297107
-0,4963257
-0,07776695
-0,1224853
-0,2301599
-0,2769982
-0,3738118
-0,101597
0,06248993
-0,4125056
-0,2128273
0,4966241
0,4186445
-0,04655713
-0,2078872
-0,00766927
0,4211831
-0,1067874
0,422812
-0,1319514
-0,4189826
-0,3183099
0,01398081
0,1344151
0,02447504
0,1802319
-0,1864921
0,3312564
0,3743715
0,1329015
-0,4863605
-0,4151075
-0,3851376
0,3176535
0,09312946
0,4127097
-0,1486166
0,2040965
0,2166358
-0,4389033
0,04937559
-0,1110461
0,4276198
0,4907572
-0,3060904
-0,2459125
-0,4582404
-0,2776434
0,292534
-0,3014987
-0,1214758
0,1662773
0,1239012
0,4345387
-0,3001214
-0,1499098
-0,02039832
-0,2789633
-0,02290052
0,4186267
0,01921302
-0,06967622
-0,1961744
-0,4893521
-0,0563038
0,3364407
-0,009354055
0,4271262
-0,219917
-0,2284625
0,2276687
-0,4014103
-0,06119019
-0,1277085
-0,01136607
0,264552
0,1700522
-0,2811497
0,04344851
-0,2151206
0,1165598
0,03649551
-0,4394519
-0,4502394
0,06888729
0,1790576
-0,08672374
-0,01816207
-0,1575298
-0,4420516
0,1835413
0,3197255
0,3759785
0,3113564
0,1377159
0,1582593
0,3311688
0,3606333
-0,1433014
0,03529471
-0,004359066
-0,4907234
0,4730027
0,4118162
0,4508379
0,1816121
0,240571
-0,256894
-0,2844566
0,04323655
0,1439702
-0,2165871
0,2501678
-0,4169109
0,398688
-0,3892465
0,2548572
0,300365
0,05797726
-0,08395928
0,3209807
0,4238434
-0,25181
0,1889562
0,1077569
0,4534841
-0,01240271
-0,1386463
0,4828478
0,3510376
0,4240677
-0,4804471
-0,296998
-0,07048434
0,4237759
-0,4718144
0,2923054
0,3485124
